linkId,planPhraseId,planPeriodType,phraseDomainCode,phraseDomain,ageYears,phraseNo,abilityCode,abilityDomain,categoryCode,categoryName,abilityName,relationType,weight,status,sortOrder,note
PPAL-00173,PLAN-ENV-3-005,MONTH,31,環境,3,5,3103005,環境,3103,自然との関わり・生命尊重,生命の不思議さと尊さの認識,PRIMARY,3,active,173,
PPAL-00174,PLAN-ENV-3-005,MONTH,31,環境,3,5,3103004,環境,3103,自然との関わり・生命尊重,自然への愛情と畏敬,RELATED,2,active,174,
PPAL-00175,PLAN-ENV-3-005,MONTH,31,環境,3,5,2103003,人間関係,2103,道徳性・規範意識の芽生え,共感と他者視点,RELATED,1,active,175,
PPAL-00176,PLAN-ENV-3-006,MONTH,31,環境,3,6,3101001,環境,3101,社会生活との関わり,さまざまな環境への主体的関わり,PRIMARY,3,active,176,
PPAL-00177,PLAN-ENV-3-006,MONTH,31,環境,3,6,2103004,人間関係,2103,道徳性・規範意識の芽生え,規範の必要性の理解,PRIMARY,3,active,177,
PPAL-00178,PLAN-ENV-3-006,MONTH,31,環境,3,6,2101002,人間関係,2101,自立心,しなければならないことの自覚,RELATED,1,active,178,
PPAL-00179,PLAN-ENV-3-006,MONTH,31,環境,3,6,3101004,環境,3101,社会生活との関わり,公共施設を大切に利用する姿勢,RELATED,2,active,179,
PPAL-00180,PLAN-ENV-3-007,MONTH,31,環境,3,7,4102002,言葉,4102,言葉による伝え合い,絵本や物語への親しみ,PRIMARY,3,active,180,
PPAL-00181,PLAN-ENV-3-007,MONTH,31,環境,3,7,4101001,言葉,4101,数量や図形、標識や文字などへの関心・感覚,文字や記号に親しむ体験の積み重ね,PRIMARY,3,active,181,
PPAL-00182,PLAN-ENV-3-007,MONTH,31,環境,3,7,3104003,環境,3104,数量や図形、標識や文字などへの関心・感覚,標識の役割への気付き,RELATED,2,active,182,
PPAL-00183,PLAN-ENV-3-007,MONTH,31,環境,3,7,3104005,環境,3104,数量や図形、標識や文字などへの関心・感覚,数量や図形、標識への興味・感覚の形成,RELATED,2,active,183,
PPAL-00184,PLAN-ENV-3-008,MONTH,31,環境,3,8,3101005,環境,3101,社会生活との関わり,社会とのつながりの意識,PRIMARY,3,active,184,
PPAL-00185,PLAN-ENV-3-008,MONTH,31,環境,3,8,3103002,環境,3103,自然との関わり・生命尊重,自然の変化を感じ取る感性,PRIMARY,3,active,185,
PPAL-00186,PLAN-ENV-3-008,MONTH,31,環境,3,8,2104003,人間関係,2104,社会生活との関わり,人との多様な関わり方への気付き,RELATED,1,active,186,
PPAL-00187,PLAN-ENV-3-008,MONTH,31,環境,3,8,5101001,表現,5101,豊かな感性と表現,感動を体験して感性を働かせる,RELATED,1,active,187,
PPAL-00188,PLAN-ENV-4-001,MONTH,31,環境,4,1,3102001,環境,3102,思考力の芽生え,身近な事象への主体的な関わり,PRIMARY,3,active,188,
PPAL-00189,PLAN-ENV-4-001,MONTH,31,環境,4,1,3103003,環境,3103,自然との関わり・生命尊重,好奇心や探究心にもとづく表現,PRIMARY,3,active,189,
PPAL-00190,PLAN-ENV-4-001,MONTH,31,環境,4,1,4102004,言葉,4102,言葉による伝え合い,経験や考えの言語表現,RELATED,1,active,190,
PPAL-00191,PLAN-ENV-4-001,MONTH,31,環境,4,1,4102006,言葉,4102,言葉による伝え合い,言葉による伝え合いの楽しみ,RELATED,1,active,191,
PPAL-00192,PLAN-ENV-4-002,MONTH,31,環境,4,2,3103002,環境,3103,自然との関わり・生命尊重,自然の変化を感じ取る感性,PRIMARY,3,active,192,
PPAL-00193,PLAN-ENV-4-002,MONTH,31,環境,4,2,3102003,環境,3102,思考力の芽生え,思考・予測・工夫する力,PRIMARY,3,active,193,
PPAL-00194,PLAN-ENV-4-002,MONTH,31,環境,4,2,3102006,環境,3102,思考力の芽生え,自己判断や再考と新しい発想の喜び,RELATED,2,active,194,
PPAL-00195,PLAN-ENV-4-002,MONTH,31,環境,4,2,5101003,表現,5101,豊かな感性と表現,自己で表現することの実践,RELATED,1,active,195,
PPAL-00196,PLAN-ENV-4-003,MONTH,31,環境,4,3,3102002,環境,3102,思考力の芽生え,物の性質や仕組みの発見,PRIMARY,3,active,196,
PPAL-00197,PLAN-ENV-4-003,MONTH,31,環境,4,3,3102003,環境,3102,思考力の芽生え,思考・予測・工夫する力,PRIMARY,3,active,197,
PPAL-00198,PLAN-ENV-4-003,MONTH,31,環境,4,3,3102006,環境,3102,思考力の芽生え,自己判断や再考と新しい発想の喜び,RELATED,2,active,198,
PPAL-00199,PLAN-ENV-4-004,MONTH,31,環境,4,4,3103006,環境,3103,自然との関わり・生命尊重,動植物を思いやり大切に扱う態度,PRIMARY,3,active,199,
PPAL-00200,PLAN-ENV-4-004,MONTH,31,環境,4,4,3103005,環境,3103,自然との関わり・生命尊重,生命の不思議さと尊さの認識,PRIMARY,3,active,200,
PPAL-00201,PLAN-ENV-4-004,MONTH,31,環境,4,4,3103003,環境,3103,自然との関わり・生命尊重,好奇心や探究心にもとづく表現,RELATED,2,active,201,
PPAL-00202,PLAN-ENV-4-004,MONTH,31,環境,4,4,3103004,環境,3103,自然との関わり・生命尊重,自然への愛情と畏敬,RELATED,2,active,202,
PPAL-00203,PLAN-ENV-4-005,MONTH,31,環境,4,5,3102002,環境,3102,思考力の芽生え,物の性質や仕組みの発見,PRIMARY,3,active,203,
PPAL-00204,PLAN-ENV-4-005,MONTH,31,環境,4,5,3102003,環境,3102,思考力の芽生え,思考・予測・工夫する力,PRIMARY,3,active,204,
PPAL-00205,PLAN-ENV-4-005,MONTH,31,環境,4,5,3103003,環境,3103,自然との関わり・生命尊重,好奇心や探究心にもとづく表現,RELATED,2,active,205,
PPAL-00206,PLAN-ENV-4-005,MONTH,31,環境,4,5,5101002,表現,5101,豊かな感性と表現,素材や表現方法への気付き,RELATED,1,active,206,
PPAL-00207,PLAN-ENV-4-006,MONTH,31,環境,4,6,3104001,環境,3104,数量や図形、標識や文字などへの関心・感覚,数量や図形に親しむ体験の積み重ね,PRIMARY,3,active,207,
PPAL-00208,PLAN-ENV-4-006,MONTH,31,環境,4,6,3104005,環境,3104,数量や図形、標識や文字などへの関心・感覚,数量や図形、標識への興味・感覚の形成,PRIMARY,3,active,208,
PPAL-00209,PLAN-ENV-4-006,MONTH,31,環境,4,6,3104002,環境,3104,数量や図形、標識や文字などへの関心・感覚,数量や図形を遊びや生活で活用する力,RELATED,2,active,209,
PPAL-00210,PLAN-ENV-4-006,MONTH,31,環境,4,6,3102003,環境,3102,思考力の芽生え,思考・予測・工夫する力,RELATED,2,active,210,
PPAL-00211,PLAN-ENV-4-007,MONTH,31,環境,4,7,3104003,環境,3104,数量や図形、標識や文字などへの関心・感覚,標識の役割への気付き,PRIMARY,3,active,211,
PPAL-00212,PLAN-ENV-4-007,MONTH,31,環境,4,7,3104005,環境,3104,数量や図形、標識や文字などへの関心・感覚,数量や図形、標識への興味・感覚の形成,PRIMARY,3,active,212,
PPAL-00213,PLAN-ENV-4-007,MONTH,31,環境,4,7,4101002,言葉,4101,数量や図形、標識や文字などへの関心・感覚,文字や記号の役割理解,RELATED,1,active,213,
PPAL-00214,PLAN-ENV-4-007,MONTH,31,環境,4,7,4101005,言葉,4101,数量や図形、標識や文字などへの関心・感覚,文字や記号への興味・感覚の形成,RELATED,1,active,214,
PPAL-00215,PLAN-ENV-4-008,MONTH,31,環境,4,8,3101005,環境,3101,社会生活との関わり,社会とのつながりの意識,PRIMARY,3,active,215,
PPAL-00216,PLAN-ENV-4-008,MONTH,31,環境,4,8,2104002,人間関係,2104,社会生活との関わり,地域の人々との触れ合い,PRIMARY,3,active,216,
PPAL-00217,PLAN-ENV-4-008,MONTH,31,環境,4,8,2104005,人間関係,2104,社会生活との関わり,役立つ喜びと地域への親しみ,RELATED,1,active,217,
PPAL-00218,PLAN-ENV-4-008,MONTH,31,環境,4,8,5101001,表現,5101,豊かな感性と表現,感動を体験して感性を働かせる,RELATED,1,active,218,
PPAL-00219,PLAN-ENV-5-001,MONTH,31,環境,5,1,3102001,環境,3102,思考力の芽生え,身近な事象への主体的な関わり,PRIMARY,3,active,219,
PPAL-00220,PLAN-ENV-5-001,MONTH,31,環境,5,1,3101005,環境,3101,社会生活との関わり,社会とのつながりの意識,PRIMARY,3,active,220,
PPAL-00221,PLAN-ENV-5-001,MONTH,31,環境,5,1,3101003,環境,3101,社会生活との関わり,情報に基づく判断と伝達,RELATED,2,active,221,
PPAL-00222,PLAN-ENV-5-001,MONTH,31,環境,5,1,4102004,言葉,4102,言葉による伝え合い,経験や考えの言語表現,RELATED,1,active,222,
PPAL-00223,PLAN-ENV-5-002,MONTH,31,環境,5,2,3103002,環境,3103,自然との関わり・生命尊重,自然の変化を感じ取る感性,PRIMARY,3,active,223,
PPAL-00224,PLAN-ENV-5-002,MONTH,31,環境,5,2,3102002,環境,3102,思考力の芽生え,物の性質や仕組みの発見,PRIMARY,3,active,224,
PPAL-00225,PLAN-ENV-5-002,MONTH,31,環境,5,2,3102003,環境,3102,思考力の芽生え,思考・予測・工夫する力,RELATED,2,active,225,
PPAL-00226,PLAN-ENV-5-002,MONTH,31,環境,5,2,3102006,環境,3102,思考力の芽生え,自己判断や再考と新しい発想の喜び,RELATED,2,active,226,
PPAL-00227,PLAN-ENV-5-003,MONTH,31,環境,5,3,3102002,環境,3102,思考力の芽生え,物の性質や仕組みの発見,PRIMARY,3,active,227,
PPAL-00228,PLAN-ENV-5-003,MONTH,31,環境,5,3,3102003,環境,3102,思考力の芽生え,思考・予測・工夫する力,PRIMARY,3,active,228,
PPAL-00229,PLAN-ENV-5-003,MONTH,31,環境,5,3,3102006,環境,3102,思考力の芽生え,自己判断や再考と新しい発想の喜び,RELATED,2,active,229,
PPAL-00230,PLAN-ENV-5-003,MONTH,31,環境,5,3,5101002,表現,5101,豊かな感性と表現,素材や表現方法への気付き,RELATED,1,active,230,
PPAL-00231,PLAN-ENV-5-004,MONTH,31,環境,5,4,3103006,環境,3103,自然との関わり・生命尊重,動植物を思いやり大切に扱う態度,PRIMARY,3,active,231,
PPAL-00232,PLAN-ENV-5-004,MONTH,31,環境,5,4,3103005,環境,3103,自然との関わり・生命尊重,生命の不思議さと尊さの認識,PRIMARY,3,active,232,
PPAL-00233,PLAN-ENV-5-004,MONTH,31,環境,5,4,3103002,環境,3103,自然との関わり・生命尊重,自然の変化を感じ取る感性,RELATED,2,active,233,
PPAL-00234,PLAN-ENV-5-004,MONTH,31,環境,5,4,3103004,環境,3103,自然との関わり・生命尊重,自然への愛情と畏敬,RELATED,2,active,234,
PPAL-00235,PLAN-ENV-5-005,MONTH,31,環境,5,5,3104002,環境,3104,数量や図形、標識や文字などへの関心・感覚,数量や図形を遊びや生活で活用する力,PRIMARY,3,active,235,
PPAL-00236,PLAN-ENV-5-005,MONTH,31,環境,5,5,3104004,環境,3104,数量や図形、標識や文字などへの関心・感覚,標識を手掛かりに行動する力,PRIMARY,3,active,236,
PPAL-00237,PLAN-ENV-5-005,MONTH,31,環境,5,5,4101004,言葉,4101,数量や図形、標識や文字などへの関心・感覚,文字や記号を必要に応じて活用する力,RELATED,1,active,237,
PPAL-00238,PLAN-ENV-5-005,MONTH,31,環境,5,5,3104005,環境,3104,数量や図形、標識や文字などへの関心・感覚,数量や図形、標識への興味・感覚の形成,RELATED,2,active,238,
PPAL-00239,PLAN-ENV-5-006,MONTH,31,環境,5,6,3102003,環境,3102,思考力の芽生え,思考・予測・工夫する力,PRIMARY,3,active,239,
PPAL-00240,PLAN-ENV-5-006,MONTH,31,環境,5,6,3102005,環境,3102,思考力の芽生え,友達の多様な考えへの気付き,PRIMARY,3,active,240,
PPAL-00241,PLAN-ENV-5-006,MONTH,31,環境,5,6,3102006,環境,3102,思考力の芽生え,自己判断や再考と新しい発想の喜び,RELATED,2,active,241,
PPAL-00242,PLAN-ENV-5-006,MONTH,31,環境,5,6,2102003,人間関係,2102,協同性,協働的な思考と工夫,RELATED,1,active,242,
PPAL-00243,PLAN-ENV-5-006,MONTH,31,環境,5,6,4102006,言葉,4102,言葉による伝え合い,言葉による伝え合いの楽しみ,RELATED,1,active,243,
PPAL-00244,PLAN-ENV-5-007,MONTH,31,環境,5,7,3101005,環境,3101,社会生活との関わり,社会とのつながりの意識,PRIMARY,3,active,244,
PPAL-00245,PLAN-ENV-5-007,MONTH,31,環境,5,7,3101004,環境,3101,社会生活との関わり,公共施設を大切に利用する姿勢,PRIMARY,3,active,245,
PPAL-00246,PLAN-ENV-5-007,MONTH,31,環境,5,7,2104002,人間関係,2104,社会生活との関わり,地域の人々との触れ合い,RELATED,1,active,246,
PPAL-00247,PLAN-ENV-5-007,MONTH,31,環境,5,7,2104005,人間関係,2104,社会生活との関わり,役立つ喜びと地域への親しみ,RELATED,1,active,247,
PPAL-00248,PLAN-ENV-5-008,MONTH,31,環境,5,8,3101005,環境,3101,社会生活との関わり,社会とのつながりの意識,PRIMARY,3,active,248,
PPAL-00249,PLAN-ENV-5-008,MONTH,31,環境,5,8,2104003,人間関係,2104,社会生活との関わり,人との多様な関わり方への気付き,PRIMARY,3,active,249,
PPAL-00250,PLAN-ENV-5-008,MONTH,31,環境,5,8,5101001,表現,5101,豊かな感性と表現,感動を体験して感性を働かせる,RELATED,1,active,250,
PPAL-00251,PLAN-ENV-5-008,MONTH,31,環境,5,8,4102003,言葉,4102,言葉による伝え合い,豊かな語彙と表現の習得,RELATED,1,active,251,
PPAL-00252,PLAN-LANG-3-001,MONTH,41,言葉,3,1,4102001,言葉,4102,言葉による伝え合い,保育士と友達との心の交流,PRIMARY,3,active,252,
PPAL-00253,PLAN-LANG-3-001,MONTH,41,言葉,3,1,4102004,言葉,4102,言葉による伝え合い,経験や考えの言語表現,PRIMARY,3,active,253,
PPAL-00254,PLAN-LANG-3-001,MONTH,41,言葉,3,1,5101003,表現,5101,豊かな感性と表現,自己で表現することの実践,RELATED,1,active,254,
PPAL-00255,PLAN-LANG-3-001,MONTH,41,言葉,3,1,2101006,人間関係,2101,自立心,自信をもった行動,RELATED,1,active,255,
PPAL-00256,PLAN-LANG-3-002,MONTH,41,言葉,3,2,4102001,言葉,4102,言葉による伝え合い,保育士と友達との心の交流,PRIMARY,3,active,256,
PPAL-00257,PLAN-LANG-3-002,MONTH,41,言葉,3,2,4102003,言葉,4102,言葉による伝え合い,豊かな語彙と表現の習得,PRIMARY,3,active,257,
PPAL-00258,PLAN-LANG-3-002,MONTH,41,言葉,3,2,4102006,言葉,4102,言葉による伝え合い,言葉による伝え合いの楽しみ,PRIMARY,3,active,258,
PPAL-00259,PLAN-LANG-3-002,MONTH,41,言葉,3,2,4102005,言葉,4102,言葉による伝え合い,相手の話を注意深く聴く力,RELATED,2,active,259,
PPAL-00260,PLAN-LANG-3-003,MONTH,41,言葉,3,3,4102003,言葉,4102,言葉による伝え合い,豊かな語彙と表現の習得,PRIMARY,3,active,260,
PPAL-00261,PLAN-LANG-3-003,MONTH,41,言葉,3,3,4102006,言葉,4102,言葉による伝え合い,言葉による伝え合いの楽しみ,PRIMARY,3,active,261,
PPAL-00262,PLAN-LANG-3-003,MONTH,41,言葉,3,3,4102001,言葉,4102,言葉による伝え合い,保育士と友達との心の交流,RELATED,2,active,262,
PPAL-00263,PLAN-LANG-3-003,MONTH,41,言葉,3,3,2104003,人間関係,2104,社会生活との関わり,人との多様な関わり方への気付き,RELATED,1,active,263,
PPAL-00264,PLAN-LANG-3-004,MONTH,41,言葉,3,4,4102004,言葉,4102,言葉による伝え合い,経験や考えの言語表現,PRIMARY,3,active,264,
PPAL-00265,PLAN-LANG-3-004,MONTH,41,言葉,3,4,4102006,言葉,4102,言葉による伝え合い,言葉による伝え合いの楽しみ,PRIMARY,3,active,265,
PPAL-00266,PLAN-LANG-3-004,MONTH,41,言葉,3,4,5101001,表現,5101,豊かな感性と表現,感動を体験して感性を働かせる,RELATED,1,active,266,
PPAL-00267,PLAN-LANG-3-004,MONTH,41,言葉,3,4,5101003,表現,5101,豊かな感性と表現,自己で表現することの実践,RELATED,1,active,267,
PPAL-00268,PLAN-LANG-3-005,MONTH,41,言葉,3,5,4102002,言葉,4102,言葉による伝え合い,絵本や物語への親しみ,PRIMARY,3,active,268,
PPAL-00269,PLAN-LANG-3-005,MONTH,41,言葉,3,5,4102003,言葉,4102,言葉による伝え合い,豊かな語彙と表現の習得,PRIMARY,3,active,269,
PPAL-00270,PLAN-LANG-3-005,MONTH,41,言葉,3,5,4102006,言葉,4102,言葉による伝え合い,言葉による伝え合いの楽しみ,RELATED,2,active,270,
PPAL-00271,PLAN-LANG-3-005,MONTH,41,言葉,3,5,5101001,表現,5101,豊かな感性と表現,感動を体験して感性を働かせる,RELATED,1,active,271,
PPAL-00272,PLAN-LANG-3-006,MONTH,41,言葉,3,6,4102006,言葉,4102,言葉による伝え合い,言葉による伝え合いの楽しみ,PRIMARY,3,active,272,
PPAL-00273,PLAN-LANG-3-006,MONTH,41,言葉,3,6,4102004,言葉,4102,言葉による伝え合い,経験や考えの言語表現,PRIMARY,3,active,273,
PPAL-00274,PLAN-LANG-3-006,MONTH,41,言葉,3,6,2102001,人間関係,2102,協同性,友達と思いや考えを共有,RELATED,1,active,274,
PPAL-00275,PLAN-LANG-3-006,MONTH,41,言葉,3,6,2103004,人間関係,2103,道徳性・規範意識の芽生え,規範の必要性の理解,RELATED,1,active,275,
PPAL-00276,PLAN-LANG-3-007,MONTH,41,言葉,3,7,4102004,言葉,4102,言葉による伝え合い,経験や考えの言語表現,PRIMARY,3,active,276,
PPAL-00277,PLAN-LANG-3-007,MONTH,41,言葉,3,7,4102001,言葉,4102,言葉による伝え合い,保育士と友達との心の交流,PRIMARY,3,active,277,
PPAL-00278,PLAN-LANG-3-007,MONTH,41,言葉,3,7,2103005,人間関係,2103,道徳性・規範意識の芽生え,感情調整と折り合い,RELATED,1,active,278,
PPAL-00279,PLAN-LANG-3-007,MONTH,41,言葉,3,7,5101003,表現,5101,豊かな感性と表現,自己で表現することの実践,RELATED,1,active,279,
PPAL-00280,PLAN-LANG-3-008,MONTH,41,言葉,3,8,4102003,言葉,4102,言葉による伝え合い,豊かな語彙と表現の習得,PRIMARY,3,active,280,
PPAL-00281,PLAN-LANG-3-008,MONTH,41,言葉,3,8,4102006,言葉,4102,言葉による伝え合い,言葉による伝え合いの楽しみ,PRIMARY,3,active,281,
PPAL-00282,PLAN-LANG-3-008,MONTH,41,言葉,3,8,5101001,表現,5101,豊かな感性と表現,感動を体験して感性を働かせる,RELATED,1,active,282,
PPAL-00283,PLAN-LANG-3-008,MONTH,41,言葉,3,8,5101006,表現,5101,豊かな感性と表現,表現への意欲・モチベーション,RELATED,1,active,283,
PPAL-00284,PLAN-LANG-4-001,MONTH,41,言葉,4,1,4102004,言葉,4102,言葉による伝え合い,経験や考えの言語表現,PRIMARY,3,active,284,
PPAL-00285,PLAN-LANG-4-001,MONTH,41,言葉,4,1,4102006,言葉,4102,言葉による伝え合い,言葉による伝え合いの楽しみ,PRIMARY,3,active,285,
PPAL-00286,PLAN-LANG-4-001,MONTH,41,言葉,4,1,5101003,表現,5101,豊かな感性と表現,自己で表現することの実践,RELATED,1,active,286,
PPAL-00287,PLAN-LANG-4-001,MONTH,41,言葉,4,1,2102001,人間関係,2102,協同性,友達と思いや考えを共有,RELATED,1,active,287,
PPAL-00288,PLAN-LANG-4-002,MONTH,41,言葉,4,2,4102005,言葉,4102,言葉による伝え合い,相手の話を注意深く聴く力,PRIMARY,3,active,288,
PPAL-00289,PLAN-LANG-4-002,MONTH,41,言葉,4,2,2103003,人間関係,2103,道徳性・規範意識の芽生え,共感と他者視点,PRIMARY,3,active,289,
PPAL-00290,PLAN-LANG-4-002,MONTH,41,言葉,4,2,2104004,人間関係,2104,社会生活との関わり,相手の気持ちを考えた関わり,RELATED,1,active,290,
PPAL-00291,PLAN-LANG-4-002,MONTH,41,言葉,4,2,4102001,言葉,4102,言葉による伝え合い,保育士と友達との心の交流,RELATED,2,active,291,
PPAL-00292,PLAN-LANG-4-003,MONTH,41,言葉,4,3,4102006,言葉,4102,言葉による伝え合い,言葉による伝え合いの楽しみ,PRIMARY,3,active,292,
PPAL-00293,PLAN-LANG-4-003,MONTH,41,言葉,4,3,4102003,言葉,4102,言葉による伝え合い,豊かな語彙と表現の習得,PRIMARY,3,active,293,
PPAL-00294,PLAN-LANG-4-003,MONTH,41,言葉,4,3,4102004,言葉,4102,言葉による伝え合い,経験や考えの言語表現,RELATED,2,active,294,
PPAL-00295,PLAN-LANG-4-003,MONTH,41,言葉,4,3,2102001,人間関係,2102,協同性,友達と思いや考えを共有,RELATED,1,active,295,
PPAL-00296,PLAN-LANG-4-004,MONTH,41,言葉,4,4,4102004,言葉,4102,言葉による伝え合い,経験や考えの言語表現,PRIMARY,3,active,296,
PPAL-00297,PLAN-LANG-4-004,MONTH,41,言葉,4,4,4102001,言葉,4102,言葉による伝え合い,保育士と友達との心の交流,PRIMARY,3,active,297,
PPAL-00298,PLAN-LANG-4-004,MONTH,41,言葉,4,4,2101001,人間関係,2101,自立心,主体的な環境への参加,RELATED,1,active,298,
PPAL-00299,PLAN-LANG-4-004,MONTH,41,言葉,4,4,2104003,人間関係,2104,社会生活との関わり,人との多様な関わり方への気付き,RELATED,1,active,299,
PPAL-00300,PLAN-LANG-4-005,MONTH,41,言葉,4,5,4102002,言葉,4102,言葉による伝え合い,絵本や物語への親しみ,PRIMARY,3,active,300,
PPAL-00301,PLAN-LANG-4-005,MONTH,41,言葉,4,5,4102003,言葉,4102,言葉による伝え合い,豊かな語彙と表現の習得,PRIMARY,3,active,301,
PPAL-00302,PLAN-LANG-4-005,MONTH,41,言葉,4,5,2103003,人間関係,2103,道徳性・規範意識の芽生え,共感と他者視点,RELATED,1,active,302,
PPAL-00303,PLAN-LANG-4-005,MONTH,41,言葉,4,5,5101001,表現,5101,豊かな感性と表現,感動を体験して感性を働かせる,RELATED,1,active,303,
PPAL-00304,PLAN-LANG-4-006,MONTH,41,言葉,4,6,4102003,言葉,4102,言葉による伝え合い,豊かな語彙と表現の習得,PRIMARY,3,active,304,
PPAL-00305,PLAN-LANG-4-006,MONTH,41,言葉,4,6,4102006,言葉,4102,言葉による伝え合い,言葉による伝え合いの楽しみ,PRIMARY,3,active,305,
PPAL-00306,PLAN-LANG-4-006,MONTH,41,言葉,4,6,5101001,表現,5101,豊かな感性と表現,感動を体験して感性を働かせる,RELATED,1,active,306,
PPAL-00307,PLAN-LANG-4-006,MONTH,41,言葉,4,6,5101006,表現,5101,豊かな感性と表現,表現への意欲・モチベーション,RELATED,1,active,307,
PPAL-00308,PLAN-LANG-4-007,MONTH,41,言葉,4,7,4101001,言葉,4101,数量や図形、標識や文字などへの関心・感覚,文字や記号に親しむ体験の積み重ね,PRIMARY,3,active,308,
PPAL-00309,PLAN-LANG-4-007,MONTH,41,言葉,4,7,4101002,言葉,4101,数量や図形、標識や文字などへの関心・感覚,文字や記号の役割理解,PRIMARY,3,active,309,
PPAL-00310,PLAN-LANG-4-007,MONTH,41,言葉,4,7,4101005,言葉,4101,数量や図形、標識や文字などへの関心・感覚,文字や記号への興味・感覚の形成,RELATED,2,active,310,
PPAL-00311,PLAN-LANG-4-007,MONTH,41,言葉,4,7,3104005,環境,3104,数量や図形、標識や文字などへの関心・感覚,数量や図形、標識への興味・感覚の形成,RELATED,1,active,311,
PPAL-00312,PLAN-LANG-4-008,MONTH,41,言葉,4,8,4102006,言葉,4102,言葉による伝え合い,言葉による伝え合いの楽しみ,PRIMARY,3,active,312,
PPAL-00313,PLAN-LANG-4-008,MONTH,41,言葉,4,8,4102004,言葉,4102,言葉による伝え合い,経験や考えの言語表現,PRIMARY,3,active,313,
PPAL-00314,PLAN-LANG-4-008,MONTH,41,言葉,4,8,2102003,人間関係,2102,協同性,協働的な思考と工夫,RELATED,1,active,314,
PPAL-00315,PLAN-LANG-4-008,MONTH,41,言葉,4,8,2102004,人間関係,2102,協同性,協力して行動する力,RELATED,1,active,315,
PPAL-00316,PLAN-LANG-5-001,MONTH,41,言葉,5,1,4102004,言葉,4102,言葉による伝え合い,経験や考えの言語表現,PRIMARY,3,active,316,
PPAL-00317,PLAN-LANG-5-001,MONTH,41,言葉,5,1,4102006,言葉,4102,言葉による伝え合い,言葉による伝え合いの楽しみ,PRIMARY,3,active,317,
PPAL-00318,PLAN-LANG-5-001,MONTH,41,言葉,5,1,4102003,言葉,4102,言葉による伝え合い,豊かな語彙と表現の習得,RELATED,2,active,318,
PPAL-00319,PLAN-LANG-5-001,MONTH,41,言葉,5,1,2102001,人間関係,2102,協同性,友達と思いや考えを共有,RELATED,1,active,319,
PPAL-00320,PLAN-LANG-5-002,MONTH,41,言葉,5,2,4102005,言葉,4102,言葉による伝え合い,相手の話を注意深く聴く力,PRIMARY,3,active,320,
PPAL-00321,PLAN-LANG-5-002,MONTH,41,言葉,5,2,2103003,人間関係,2103,道徳性・規範意識の芽生え,共感と他者視点,PRIMARY,3,active,321,
PPAL-00322,PLAN-LANG-5-002,MONTH,41,言葉,5,2,2104004,人間関係,2104,社会生活との関わり,相手の気持ちを考えた関わり,RELATED,1,active,322,
PPAL-00323,PLAN-LANG-5-002,MONTH,41,言葉,5,2,4102001,言葉,4102,言葉による伝え合い,保育士と友達との心の交流,RELATED,2,active,323,
PPAL-00324,PLAN-LANG-5-003,MONTH,41,言葉,5,3,4102006,言葉,4102,言葉による伝え合い,言葉による伝え合いの楽しみ,PRIMARY,3,active,324,
PPAL-00325,PLAN-LANG-5-003,MONTH,41,言葉,5,3,2102003,人間関係,2102,協同性,協働的な思考と工夫,PRIMARY,3,active,325,
PPAL-00326,PLAN-LANG-5-003,MONTH,41,言葉,5,3,4102004,言葉,4102,言葉による伝え合い,経験や考えの言語表現,RELATED,2,active,326,
PPAL-00327,PLAN-LANG-5-003,MONTH,41,言葉,5,3,3102003,環境,3102,思考力の芽生え,思考・予測・工夫する力,RELATED,1,active,327,
PPAL-00328,PLAN-LANG-5-004,MONTH,41,言葉,5,4,4102003,言葉,4102,言葉による伝え合い,豊かな語彙と表現の習得,PRIMARY,3,active,328,
PPAL-00329,PLAN-LANG-5-004,MONTH,41,言葉,5,4,4102004,言葉,4102,言葉による伝え合い,経験や考えの言語表現,PRIMARY,3,active,329,
PPAL-00330,PLAN-LANG-5-004,MONTH,41,言葉,5,4,4102006,言葉,4102,言葉による伝え合い,言葉による伝え合いの楽しみ,RELATED,2,active,330,
PPAL-00331,PLAN-LANG-5-004,MONTH,41,言葉,5,4,3101003,環境,3101,社会生活との関わり,情報に基づく判断と伝達,RELATED,1,active,331,
PPAL-00332,PLAN-LANG-5-005,MONTH,41,言葉,5,5,4102002,言葉,4102,言葉による伝え合い,絵本や物語への親しみ,PRIMARY,3,active,332,
PPAL-00333,PLAN-LANG-5-005,MONTH,41,言葉,5,5,4102003,言葉,4102,言葉による伝え合い,豊かな語彙と表現の習得,PRIMARY,3,active,333,
PPAL-00334,PLAN-LANG-5-005,MONTH,41,言葉,5,5,4102004,言葉,4102,言葉による伝え合い,経験や考えの言語表現,RELATED,2,active,334,
PPAL-00335,PLAN-LANG-5-005,MONTH,41,言葉,5,5,5101001,表現,5101,豊かな感性と表現,感動を体験して感性を働かせる,RELATED,1,active,335,
PPAL-00336,PLAN-LANG-5-006,MONTH,41,言葉,5,6,4102003,言葉,4102,言葉による伝え合い,豊かな語彙と表現の習得,PRIMARY,3,active,336,
PPAL-00337,PLAN-LANG-5-006,MONTH,41,言葉,5,6,4102006,言葉,4102,言葉による伝え合い,言葉による伝え合いの楽しみ,PRIMARY,3,active,337,
PPAL-00338,PLAN-LANG-5-006,MONTH,41,言葉,5,6,5101003,表現,5101,豊かな感性と表現,自己で表現することの実践,RELATED,1,active,338,
