linkId,playId,playTitle,sortOrder,relationType,weight,abilityCode,domain,category,abilityName,reason
WPL-000157,WP-041,コンビニスイーツバイキング,4,RELATED,1,1101004,健康,健康な心と体,健康と安全を育む遊び習慣,食べる量や衛生など健康的な食習慣を話し合えるため。
WPL-000158,WP-042,ザリガニ釣り,1,PRIMARY,3,3103001,環境,自然との関わり・生命尊重,自然に触れて感動する体験,自然に直接触れたり眺めたりして、発見や感動が生まれやすいため。
WPL-000159,WP-042,ザリガニ釣り,2,RELATED,2,3103002,環境,自然との関わり・生命尊重,自然の変化を感じ取る感性,季節・光・水・生き物などの変化を感じ取る経験になるため。
WPL-000160,WP-042,ザリガニ釣り,3,RELATED,2,3103006,環境,自然との関わり・生命尊重,動植物を思いやり大切に扱う態度,生き物を観察し、大切に扱う態度につながるため。
WPL-000161,WP-043,ジージ（祖父）、ばーば（祖母）へ昔話を聞きに行く,1,PRIMARY,3,4102005,言葉,言葉による伝え合い,相手の話を注意深く聴く力,相手の話を最後まで聞き、理解しようとする経験になるため。
WPL-000162,WP-043,ジージ（祖父）、ばーば（祖母）へ昔話を聞きに行く,2,RELATED,2,2104001,人間関係,社会生活との関わり,家族を大切にする気持ち,家族で一緒に過ごし、互いを大切に感じる経験になりやすいため。
WPL-000163,WP-043,ジージ（祖父）、ばーば（祖母）へ昔話を聞きに行く,3,RELATED,2,2104003,人間関係,社会生活との関わり,人との多様な関わり方への気付き,世代や場面の違う人との関わり方に気付くきっかけになるため。
WPL-000164,WP-043,ジージ（祖父）、ばーば（祖母）へ昔話を聞きに行く,4,RELATED,1,4102004,言葉,言葉による伝え合い,経験や考えの言語表現,経験や考えを自分の言葉で伝える経験になるため。
WPL-000165,WP-044,タイムカプセルを庭に埋める,1,PRIMARY,3,3102003,環境,思考力の芽生え,思考・予測・工夫する力,どう作るか、どう飛ばすか、どう組み合わせるかを考え工夫するため。
WPL-000166,WP-044,タイムカプセルを庭に埋める,2,RELATED,2,5101002,表現,豊かな感性と表現,素材や表現方法への気付き,素材や形・道具の扱い方への気付きが生まれやすいため。
WPL-000167,WP-044,タイムカプセルを庭に埋める,3,RELATED,2,2101004,人間関係,自立心,諦めずにやり遂げる力,うまくいかなくても試し直し、やり遂げる経験につながるため。
WPL-000168,WP-044,タイムカプセルを庭に埋める,4,RELATED,1,5101005,表現,豊かな感性と表現,表現の喜びと達成感,完成したものを見て達成感や表現の喜びを味わえるため。
WPL-000169,WP-045,ダンス大会,1,PRIMARY,3,5101003,表現,豊かな感性と表現,自己で表現することの実践,体・声・衣装・動きなどで自分なりに表現する経験になるため。
WPL-000170,WP-045,ダンス大会,2,RELATED,2,5101004,表現,豊かな感性と表現,協同表現の楽しみ,家族と一緒に演じたり合わせたりする表現を楽しめるため。
WPL-000171,WP-045,ダンス大会,3,RELATED,2,5101005,表現,豊かな感性と表現,表現の喜びと達成感,見てもらう・やり切ることで表現の喜びと達成感につながるため。
WPL-000172,WP-045,ダンス大会,4,RELATED,1,2102004,人間関係,協同性,協力して行動する力,準備や役割分担を協力して進める経験になるため。
WPL-000173,WP-046,テレビ、ゲーム、スマホを持たない日,1,PRIMARY,3,1101004,健康,健康な心と体,健康と安全を育む遊び習慣,生活リズムや安全、健康を意識するきっかけになりやすいため。
WPL-000174,WP-046,テレビ、ゲーム、スマホを持たない日,2,RELATED,2,2103004,人間関係,道徳性・規範意識の芽生え,規範の必要性の理解,約束やきまりの意味を確認しながら行動する経験になるため。
WPL-000175,WP-046,テレビ、ゲーム、スマホを持たない日,3,RELATED,2,3102006,環境,思考力の芽生え,自己判断や再考と新しい発想の喜び,いつもの過ごし方を見直し、新しい遊び方を考える経験になるため。
WPL-000176,WP-046,テレビ、ゲーム、スマホを持たない日,4,RELATED,1,4102006,言葉,言葉による伝え合い,言葉による伝え合いの楽しみ,家族と会話し、言葉でやりとりする楽しさを味わえるため。
WPL-000177,WP-047,パパ、ママの仕事場に行ってみる,1,PRIMARY,3,3101005,環境,社会生活との関わり,社会とのつながりの意識,仕事、地域、社会の仕組みに関心をもつきっかけになるため。
WPL-000178,WP-047,パパ、ママの仕事場に行ってみる,2,RELATED,2,2104005,人間関係,社会生活との関わり,役立つ喜びと地域への親しみ,家族や地域の中で役に立つ喜びを感じやすいため。
WPL-000179,WP-047,パパ、ママの仕事場に行ってみる,3,RELATED,1,4102005,言葉,言葉による伝え合い,相手の話を注意深く聴く力,相手の話を最後まで聞き、理解しようとする経験になるため。
WPL-000180,WP-047,パパ、ママの仕事場に行ってみる,4,RELATED,1,3101001,環境,社会生活との関わり,さまざまな環境への主体的関わり,いつもと異なる環境に主体的に関わる経験になるため。
WPL-000181,WP-048,フェリーに乗船,1,PRIMARY,3,3101001,環境,社会生活との関わり,さまざまな環境への主体的関わり,普段と異なる乗り物・場所に主体的に関わる経験になるため。
WPL-000182,WP-048,フェリーに乗船,2,RELATED,2,3101004,環境,社会生活との関わり,公共施設を大切に利用する姿勢,公共交通を大切に利用する姿勢につながるため。
WPL-000183,WP-048,フェリーに乗船,3,RELATED,2,3103001,環境,自然との関わり・生命尊重,自然に触れて感動する体験,海や風、景色に触れて感動する体験になるため。
WPL-000184,WP-048,フェリーに乗船,4,RELATED,1,4102004,言葉,言葉による伝え合い,経験や考えの言語表現,見たものや感じたことを家族に伝えやすいため。
WPL-000185,WP-049,フリーマーケットごっこ,1,PRIMARY,3,3104002,環境,数量や図形、標識や文字などへの関心・感覚,数量や図形を遊びや生活で活用する力,値段・数・量を遊びの中で使う経験になるため。
WPL-000186,WP-049,フリーマーケットごっこ,2,RELATED,2,2104003,人間関係,社会生活との関わり,人との多様な関わり方への気付き,売る人・買う人など多様な関わり方に気付きやすいため。
WPL-000187,WP-049,フリーマーケットごっこ,3,RELATED,2,4102006,言葉,言葉による伝え合い,言葉による伝え合いの楽しみ,「いらっしゃいませ」など言葉のやり取りを楽しめるため。
WPL-000188,WP-049,フリーマーケットごっこ,4,RELATED,1,3101005,環境,社会生活との関わり,社会とのつながりの意識,物の循環や社会の仕組みに関心を持つきっかけになるため。
WPL-000189,WP-050,ブドウ狩り,1,PRIMARY,3,3103001,環境,自然との関わり・生命尊重,自然に触れて感動する体験,自然に直接触れたり眺めたりして、発見や感動が生まれやすいため。
WPL-000190,WP-050,ブドウ狩り,2,RELATED,2,3103002,環境,自然との関わり・生命尊重,自然の変化を感じ取る感性,季節・光・水・生き物などの変化を感じ取る経験になるため。
WPL-000191,WP-050,ブドウ狩り,3,RELATED,2,3103003,環境,自然との関わり・生命尊重,好奇心や探究心にもとづく表現,見つけたものを比べたり調べたりする探究心につながるため。
WPL-000192,WP-051,ペアルックでそぞろ歩き,1,PRIMARY,3,1101002,健康,健康な心と体,のびのびと心身を動かす遊び,屋外で体を動かし、開放感の中で遊びを楽しみやすいため。
WPL-000193,WP-051,ペアルックでそぞろ歩き,2,RELATED,2,3103001,環境,自然との関わり・生命尊重,自然に触れて感動する体験,草花・風・空・地面など、身近な自然に触れる機会になるため。
WPL-000194,WP-051,ペアルックでそぞろ歩き,3,RELATED,1,2104001,人間関係,社会生活との関わり,家族を大切にする気持ち,家族と一緒に楽しむ経験として、親しみや安心感につながるため。
WPL-000195,WP-052,ホタル観賞,1,PRIMARY,3,3103001,環境,自然との関わり・生命尊重,自然に触れて感動する体験,自然に直接触れたり眺めたりして、発見や感動が生まれやすいため。
WPL-000196,WP-052,ホタル観賞,2,RELATED,2,3103002,環境,自然との関わり・生命尊重,自然の変化を感じ取る感性,季節・光・水・生き物などの変化を感じ取る経験になるため。
WPL-000197,WP-052,ホタル観賞,3,RELATED,2,3103006,環境,自然との関わり・生命尊重,動植物を思いやり大切に扱う態度,生き物を観察し、大切に扱う態度につながるため。
WPL-000198,WP-053,ホットケーキ作り,1,PRIMARY,3,3102002,環境,思考力の芽生え,物の性質や仕組みの発見,材料が変化する様子や道具の仕組みに気付きやすいため。
WPL-000199,WP-053,ホットケーキ作り,2,RELATED,2,3102003,環境,思考力の芽生え,思考・予測・工夫する力,順番・分量・焼き加減などを予測し工夫する体験になるため。
WPL-000200,WP-053,ホットケーキ作り,3,RELATED,2,2102004,人間関係,協同性,協力して行動する力,役割を分け、家族と協力して進める経験になるため。
WPL-000201,WP-053,ホットケーキ作り,4,RELATED,1,1101004,健康,健康な心と体,健康と安全を育む遊び習慣,食事・衛生・安全な調理への関心につながるため。
WPL-000202,WP-054,ホットプレートを使った家族パーティー,1,PRIMARY,3,3102002,環境,思考力の芽生え,物の性質や仕組みの発見,材料が変化する様子や道具の仕組みに気付きやすいため。
WPL-000203,WP-054,ホットプレートを使った家族パーティー,2,RELATED,2,3102003,環境,思考力の芽生え,思考・予測・工夫する力,順番・分量・焼き加減などを予測し工夫する体験になるため。
WPL-000204,WP-054,ホットプレートを使った家族パーティー,3,RELATED,2,2102004,人間関係,協同性,協力して行動する力,役割を分け、家族と協力して進める経験になるため。
WPL-000205,WP-054,ホットプレートを使った家族パーティー,4,RELATED,1,1101004,健康,健康な心と体,健康と安全を育む遊び習慣,食事・衛生・安全な調理への関心につながるため。
WPL-000206,WP-055,ボードゲーム大会,1,PRIMARY,3,2103006,人間関係,道徳性・規範意識の芽生え,ルールの創出と遵守,ルールを理解し、守ったり工夫したりする遊びになるため。
WPL-000207,WP-055,ボードゲーム大会,2,RELATED,2,3102003,環境,思考力の芽生え,思考・予測・工夫する力,どこに隠れるか、どう探すかを予測し考える経験になるため。
WPL-000208,WP-055,ボードゲーム大会,3,RELATED,2,2102004,人間関係,協同性,協力して行動する力,家族と順番や役割を意識して遊ぶ経験になるため。
WPL-000209,WP-055,ボードゲーム大会,4,RELATED,1,1101001,健康,健康な心と体,主体的・充実感ある遊び,主体的に遊びに参加し、充実感を得やすいため。
WPL-000210,WP-056,ミュージカルや劇をみにいく,1,PRIMARY,3,5101003,表現,豊かな感性と表現,自己で表現することの実践,体・声・衣装・動きなどで自分なりに表現する経験になるため。
WPL-000211,WP-056,ミュージカルや劇をみにいく,2,RELATED,2,5101004,表現,豊かな感性と表現,協同表現の楽しみ,家族と一緒に演じたり合わせたりする表現を楽しめるため。
WPL-000212,WP-056,ミュージカルや劇をみにいく,3,RELATED,2,5101005,表現,豊かな感性と表現,表現の喜びと達成感,見てもらう・やり切ることで表現の喜びと達成感につながるため。
WPL-000213,WP-056,ミュージカルや劇をみにいく,4,RELATED,1,2102004,人間関係,協同性,協力して行動する力,準備や役割分担を協力して進める経験になるため。
WPL-000214,WP-057,リサイクルショップ巡り,1,PRIMARY,3,3101001,環境,社会生活との関わり,さまざまな環境への主体的関わり,普段と異なる環境に自分から関わる経験になるため。
WPL-000215,WP-057,リサイクルショップ巡り,2,RELATED,2,3101002,環境,社会生活との関わり,必要な情報の収集と活用,行き先・交通・店・表示など、必要な情報を集めて活用する体験になるため。
WPL-000216,WP-057,リサイクルショップ巡り,3,RELATED,2,4102004,言葉,言葉による伝え合い,経験や考えの言語表現,見たこと・考えたことを家族に伝える機会が多いため。
WPL-000217,WP-057,リサイクルショップ巡り,4,RELATED,1,2104002,人間関係,社会生活との関わり,地域の人々との触れ合い,地域の人や社会の場との触れ合いにつながるため。
WPL-000218,WP-058,仮装大会,1,PRIMARY,3,5101003,表現,豊かな感性と表現,自己で表現することの実践,体・声・衣装・動きなどで自分なりに表現する経験になるため。
WPL-000219,WP-058,仮装大会,2,RELATED,2,5101004,表現,豊かな感性と表現,協同表現の楽しみ,家族と一緒に演じたり合わせたりする表現を楽しめるため。
WPL-000220,WP-058,仮装大会,3,RELATED,2,5101005,表現,豊かな感性と表現,表現の喜びと達成感,見てもらう・やり切ることで表現の喜びと達成感につながるため。
WPL-000221,WP-058,仮装大会,4,RELATED,1,2102004,人間関係,協同性,協力して行動する力,準備や役割分担を協力して進める経験になるため。
WPL-000222,WP-059,休日の過ごし方のアイデアを話し合う,1,PRIMARY,3,1101003,健康,健康な心と体,見通しをもった計画的な遊び,やりたいことを見通して計画する経験になるため。
WPL-000223,WP-059,休日の過ごし方のアイデアを話し合う,2,RELATED,2,3101003,環境,社会生活との関わり,情報に基づく判断と伝達,集めた情報をもとに判断し、家族に伝える体験になるため。
WPL-000224,WP-059,休日の過ごし方のアイデアを話し合う,3,RELATED,2,4102006,言葉,言葉による伝え合い,言葉による伝え合いの楽しみ,互いの考えを言葉で出し合い、伝え合う楽しさにつながるため。
WPL-000225,WP-059,休日の過ごし方のアイデアを話し合う,4,RELATED,1,2102001,人間関係,協同性,友達と思いや考えを共有,家族で思いや考えを共有する場になるため。
WPL-000226,WP-060,低山登り,1,PRIMARY,3,3103001,環境,自然との関わり・生命尊重,自然に触れて感動する体験,自然に直接触れたり眺めたりして、発見や感動が生まれやすいため。
WPL-000227,WP-060,低山登り,2,RELATED,2,3103002,環境,自然との関わり・生命尊重,自然の変化を感じ取る感性,季節・光・水・生き物などの変化を感じ取る経験になるため。
WPL-000228,WP-060,低山登り,3,RELATED,2,3103003,環境,自然との関わり・生命尊重,好奇心や探究心にもとづく表現,見つけたものを比べたり調べたりする探究心につながるため。
WPL-000229,WP-061,公園での写生大会,1,PRIMARY,3,5101003,表現,豊かな感性と表現,自己で表現することの実践,見た景色や感じたことを絵で表す経験になるため。
WPL-000230,WP-061,公園での写生大会,2,RELATED,2,3103001,環境,自然との関わり・生命尊重,自然に触れて感動する体験,公園の自然に触れ、描きたいものを見つける体験になるため。
WPL-000231,WP-061,公園での写生大会,3,RELATED,2,5101001,表現,豊かな感性と表現,感動を体験して感性を働かせる,色・形・光などに心を動かし、感性を働かせやすいため。
WPL-000232,WP-061,公園での写生大会,4,RELATED,1,4102004,言葉,言葉による伝え合い,経験や考えの言語表現,描いたものや感じたことを家族に言葉で伝えられるため。
WPL-000233,WP-062,公園でシャボン玉で遊ぶ,1,PRIMARY,3,3102002,環境,思考力の芽生え,物の性質や仕組みの発見,材料や道具の変化、仕組みに気付く経験になるため。
WPL-000234,WP-062,公園でシャボン玉で遊ぶ,2,RELATED,2,1101002,健康,健康な心と体,のびのびと心身を動かす遊び,体を動かしたり屋外で過ごしたりする中で、心身をのびのび使う経験になるため。
WPL-000235,WP-062,公園でシャボン玉で遊ぶ,3,RELATED,2,3103001,環境,自然との関わり・生命尊重,自然に触れて感動する体験,草花、風、水、季節など身近な自然に触れる経験になるため。
WPL-000236,WP-062,公園でシャボン玉で遊ぶ,4,RELATED,1,5101001,表現,豊かな感性と表現,感動を体験して感性を働かせる,美しさや面白さに心を動かす経験になるため。
WPL-000237,WP-063,公園でフリスビー,1,PRIMARY,3,1101002,健康,健康な心と体,のびのびと心身を動かす遊び,屋外で体を動かし、開放感の中で遊びを楽しみやすいため。
WPL-000238,WP-063,公園でフリスビー,2,RELATED,2,3103001,環境,自然との関わり・生命尊重,自然に触れて感動する体験,草花・風・空・地面など、身近な自然に触れる機会になるため。
WPL-000239,WP-063,公園でフリスビー,3,RELATED,1,2104001,人間関係,社会生活との関わり,家族を大切にする気持ち,家族と一緒に楽しむ経験として、親しみや安心感につながるため。
WPL-000240,WP-063,公園でフリスビー,4,RELATED,1,3101004,環境,社会生活との関わり,公共施設を大切に利用する姿勢,公共の場や共有の場所を大切に使う姿勢につながるため。
WPL-000241,WP-064,公園の芝生でピクニック,1,PRIMARY,3,1101002,健康,健康な心と体,のびのびと心身を動かす遊び,屋外で体を動かし、開放感の中で遊びを楽しみやすいため。
WPL-000242,WP-064,公園の芝生でピクニック,2,RELATED,2,3103001,環境,自然との関わり・生命尊重,自然に触れて感動する体験,草花・風・空・地面など、身近な自然に触れる機会になるため。
WPL-000243,WP-064,公園の芝生でピクニック,3,RELATED,1,2104001,人間関係,社会生活との関わり,家族を大切にする気持ち,家族と一緒に楽しむ経験として、親しみや安心感につながるため。
WPL-000244,WP-064,公園の芝生でピクニック,4,RELATED,1,3101004,環境,社会生活との関わり,公共施設を大切に利用する姿勢,公共の場や共有の場所を大切に使う姿勢につながるため。
WPL-000245,WP-065,公園の草花を図鑑で調べる,1,PRIMARY,3,3103001,環境,自然との関わり・生命尊重,自然に触れて感動する体験,草花、風、水、季節など身近な自然に触れる経験になるため。
WPL-000246,WP-065,公園の草花を図鑑で調べる,2,RELATED,2,3103003,環境,自然との関わり・生命尊重,好奇心や探究心にもとづく表現,不思議に思ったことを調べたり表したりする探究的な経験になるため。
WPL-000247,WP-065,公園の草花を図鑑で調べる,3,RELATED,2,3101002,環境,社会生活との関わり,必要な情報の収集と活用,必要な情報を探し、比べ、活動に生かす経験になるため。
WPL-000248,WP-065,公園の草花を図鑑で調べる,4,RELATED,1,4101001,言葉,数量や図形、標識や文字などへの関心・感覚,文字や記号に親しむ体験の積み重ね,文字や記号、図鑑、資料に親しむ経験になるため。
WPL-000249,WP-066,写真館で家族写真,1,PRIMARY,3,5101001,表現,豊かな感性と表現,感動を体験して感性を働かせる,見たり振り返ったりする中で感動や気付きが生まれやすいため。
WPL-000250,WP-066,写真館で家族写真,2,RELATED,2,4102004,言葉,言葉による伝え合い,経験や考えの言語表現,感じたことや思い出を言葉にして伝える体験になるため。
WPL-000251,WP-066,写真館で家族写真,3,RELATED,2,2104001,人間関係,社会生活との関わり,家族を大切にする気持ち,家族の思い出やつながりを大切にする気持ちにつながるため。
WPL-000252,WP-066,写真館で家族写真,4,RELATED,1,5101003,表現,豊かな感性と表現,自己で表現することの実践,写真の選び方や見せ方を工夫して表現できるため。
WPL-000253,WP-067,冷凍食品の食べ比べ,1,PRIMARY,3,3102002,環境,思考力の芽生え,物の性質や仕組みの発見,材料が変化する様子や道具の仕組みに気付きやすいため。
WPL-000254,WP-067,冷凍食品の食べ比べ,2,RELATED,2,3102003,環境,思考力の芽生え,思考・予測・工夫する力,順番・分量・焼き加減などを予測し工夫する体験になるため。
WPL-000255,WP-067,冷凍食品の食べ比べ,3,RELATED,2,2102004,人間関係,協同性,協力して行動する力,役割を分け、家族と協力して進める経験になるため。
WPL-000256,WP-067,冷凍食品の食べ比べ,4,RELATED,1,1101004,健康,健康な心と体,健康と安全を育む遊び習慣,食事・衛生・安全な調理への関心につながるため。
WPL-000257,WP-068,動物園で小動物に出会う,1,PRIMARY,3,3103006,環境,自然との関わり・生命尊重,動植物を思いやり大切に扱う態度,小動物を観察し、優しく関わる態度につながるため。
WPL-000258,WP-068,動物園で小動物に出会う,2,RELATED,2,3103005,環境,自然との関わり・生命尊重,生命の不思議さと尊さの認識,生き物の不思議さや尊さに気付く体験になるため。
WPL-000259,WP-068,動物園で小動物に出会う,3,RELATED,2,3103001,環境,自然との関わり・生命尊重,自然に触れて感動する体験,自然や生き物に触れて感動する機会になるため。
WPL-000260,WP-068,動物園で小動物に出会う,4,RELATED,1,2104002,人間関係,社会生活との関わり,地域の人々との触れ合い,飼育員や来園者など地域・社会の人との触れ合いにつながるため。
WPL-000261,WP-069,動画の撮影と編集ごっこ,1,PRIMARY,3,5101002,表現,豊かな感性と表現,素材や表現方法への気付き,画材・構図・撮影方法など、表現方法への気付きが生まれるため。
WPL-000262,WP-069,動画の撮影と編集ごっこ,2,RELATED,2,5101003,表現,豊かな感性と表現,自己で表現することの実践,感じたことを絵や映像で表す経験になるため。
WPL-000263,WP-069,動画の撮影と編集ごっこ,3,RELATED,2,4102004,言葉,言葉による伝え合い,経験や考えの言語表現,何を表したかを言葉で説明する機会になるため。
WPL-000264,WP-069,動画の撮影と編集ごっこ,4,RELATED,1,5101005,表現,豊かな感性と表現,表現の喜びと達成感,作品を見合い、達成感を味わえるため。
WPL-000265,WP-070,商店街で食べ歩きツアー,1,PRIMARY,3,3101001,環境,社会生活との関わり,さまざまな環境への主体的関わり,普段と異なる環境に自分から関わる経験になるため。
WPL-000266,WP-070,商店街で食べ歩きツアー,2,RELATED,2,3101002,環境,社会生活との関わり,必要な情報の収集と活用,行き先・交通・店・表示など、必要な情報を集めて活用する体験になるため。
WPL-000267,WP-070,商店街で食べ歩きツアー,3,RELATED,2,4102004,言葉,言葉による伝え合い,経験や考えの言語表現,見たこと・考えたことを家族に伝える機会が多いため。
WPL-000268,WP-070,商店街で食べ歩きツアー,4,RELATED,1,2104002,人間関係,社会生活との関わり,地域の人々との触れ合い,地域の人や社会の場との触れ合いにつながるため。
WPL-000269,WP-071,地元の散歩マップを歩く,1,PRIMARY,3,3101002,環境,社会生活との関わり,必要な情報の収集と活用,必要な情報を探し、比べ、活動に生かす経験になるため。
WPL-000270,WP-071,地元の散歩マップを歩く,2,RELATED,2,3104004,環境,数量や図形、標識や文字などへの関心・感覚,標識を手掛かりに行動する力,地図や目印、標識を手がかりに行動する経験になるため。
WPL-000271,WP-071,地元の散歩マップを歩く,3,RELATED,2,1101002,健康,健康な心と体,のびのびと心身を動かす遊び,体を動かしたり屋外で過ごしたりする中で、心身をのびのび使う経験になるため。
WPL-000272,WP-071,地元の散歩マップを歩く,4,RELATED,1,2104002,人間関係,社会生活との関わり,地域の人々との触れ合い,地域の場や人との関わりを自然に体験できるため。
WPL-000273,WP-072,地震や停電に備えた避難練習,1,PRIMARY,3,1101004,健康,健康な心と体,健康と安全を育む遊び習慣,安全な行動を親子で確認し、生活の中で安全意識を育てる遊びになるため。
WPL-000274,WP-072,地震や停電に備えた避難練習,2,RELATED,2,3101002,環境,社会生活との関わり,必要な情報の収集と活用,非常時に必要な物や情報を集め、使い方を考える体験になるため。
WPL-000275,WP-072,地震や停電に備えた避難練習,3,RELATED,2,2103004,人間関係,道徳性・規範意識の芽生え,規範の必要性の理解,約束や手順の必要性を理解し、守る姿につながるため。
WPL-000276,WP-072,地震や停電に備えた避難練習,4,RELATED,1,4102004,言葉,言葉による伝え合い,経験や考えの言語表現,気付いたことや怖さ、安心の方法を言葉で共有できるため。
WPL-000277,WP-073,壊れたものを修理する,1,PRIMARY,3,3102002,環境,思考力の芽生え,物の性質や仕組みの発見,材料や道具の変化、仕組みに気付く経験になるため。
WPL-000278,WP-073,壊れたものを修理する,2,RELATED,2,3102003,環境,思考力の芽生え,思考・予測・工夫する力,どうすればうまくいくかを予測し、試し、工夫する経験になるため。
WPL-000279,WP-073,壊れたものを修理する,3,RELATED,2,2101003,人間関係,自立心,自力で考え工夫する力,自分で考え、方法を試しながら工夫する経験につながるため。
WPL-000280,WP-073,壊れたものを修理する,4,RELATED,1,2101004,人間関係,自立心,諦めずにやり遂げる力,少し難しいことに粘り強く取り組み、最後までやってみる経験になるため。
WPL-000281,WP-074,夜景観賞,1,PRIMARY,3,3103001,環境,自然との関わり・生命尊重,自然に触れて感動する体験,自然に直接触れたり眺めたりして、発見や感動が生まれやすいため。
WPL-000282,WP-074,夜景観賞,2,RELATED,2,3103002,環境,自然との関わり・生命尊重,自然の変化を感じ取る感性,季節・光・水・生き物などの変化を感じ取る経験になるため。
WPL-000283,WP-074,夜景観賞,3,RELATED,2,5101001,表現,豊かな感性と表現,感動を体験して感性を働かせる,美しさや驚きを感じ、感性を働かせる体験になるため。
WPL-000284,WP-075,学校給食ごっこ,1,PRIMARY,3,2102004,人間関係,協同性,協力して行動する力,配膳・準備・片付けなど、役割を分けて協力する体験になるため。
WPL-000285,WP-075,学校給食ごっこ,2,RELATED,2,1101004,健康,健康な心と体,健康と安全を育む遊び習慣,食事や衛生、片付けの生活習慣に関心を持てるため。
WPL-000286,WP-075,学校給食ごっこ,3,RELATED,2,2103004,人間関係,道徳性・規範意識の芽生え,規範の必要性の理解,順番や食事の約束を理解する遊びになるため。
WPL-000287,WP-075,学校給食ごっこ,4,RELATED,1,4102006,言葉,言葉による伝え合い,言葉による伝え合いの楽しみ,係やあいさつなどの言葉のやり取りを楽しめるため。
WPL-000288,WP-076,宝探しゲーム,1,PRIMARY,3,2103006,人間関係,道徳性・規範意識の芽生え,ルールの創出と遵守,ルールを理解し、守ったり工夫したりする遊びになるため。
WPL-000289,WP-076,宝探しゲーム,2,RELATED,2,3102003,環境,思考力の芽生え,思考・予測・工夫する力,どこに隠れるか、どう探すかを予測し考える経験になるため。
WPL-000290,WP-076,宝探しゲーム,3,RELATED,2,2102004,人間関係,協同性,協力して行動する力,家族と順番や役割を意識して遊ぶ経験になるため。
WPL-000291,WP-076,宝探しゲーム,4,RELATED,1,1101001,健康,健康な心と体,主体的・充実感ある遊び,主体的に遊びに参加し、充実感を得やすいため。
WPL-000292,WP-077,家庭の歴史探訪,1,PRIMARY,3,2104001,人間関係,社会生活との関わり,家族を大切にする気持ち,家族の歴史や思い出に触れ、家族を大切にする気持ちにつながるため。
WPL-000293,WP-077,家庭の歴史探訪,2,RELATED,2,4102004,言葉,言葉による伝え合い,経験や考えの言語表現,昔の出来事や感じたことを言葉にして伝える経験になるため。
WPL-000294,WP-077,家庭の歴史探訪,3,RELATED,2,4102005,言葉,言葉による伝え合い,相手の話を注意深く聴く力,家族の話を注意深く聞く機会になるため。
WPL-000295,WP-077,家庭の歴史探訪,4,RELATED,1,5101001,表現,豊かな感性と表現,感動を体験して感性を働かせる,写真や場所から感動や懐かしさを感じ取る体験になるため。
WPL-000296,WP-078,家族でするスイーツバイキング,1,PRIMARY,3,3102002,環境,思考力の芽生え,物の性質や仕組みの発見,材料が変化する様子や道具の仕組みに気付きやすいため。
WPL-000297,WP-078,家族でするスイーツバイキング,2,RELATED,2,3102003,環境,思考力の芽生え,思考・予測・工夫する力,順番・分量・焼き加減などを予測し工夫する体験になるため。
WPL-000298,WP-078,家族でするスイーツバイキング,3,RELATED,2,2102004,人間関係,協同性,協力して行動する力,役割を分け、家族と協力して進める経験になるため。
WPL-000299,WP-078,家族でするスイーツバイキング,4,RELATED,1,1101004,健康,健康な心と体,健康と安全を育む遊び習慣,食事・衛生・安全な調理への関心につながるため。
WPL-000300,WP-079,家族でリモート会議,1,PRIMARY,3,4102006,言葉,言葉による伝え合い,言葉による伝え合いの楽しみ,家族と会話し、言葉でやりとりする楽しさを味わえるため。
WPL-000301,WP-079,家族でリモート会議,2,RELATED,2,3101003,環境,社会生活との関わり,情報に基づく判断と伝達,調べた情報や考えを家族へ伝える経験になるため。
WPL-000302,WP-079,家族でリモート会議,3,RELATED,2,2104003,人間関係,社会生活との関わり,人との多様な関わり方への気付き,世代や場面の違う人との関わり方に気付くきっかけになるため。
WPL-000303,WP-079,家族でリモート会議,4,RELATED,1,4101003,言葉,数量や図形、標識や文字などへの関心・感覚,文字や記号を用いた表現・伝達,文字や記号を使って考えや情報を表す経験になるため。
WPL-000304,WP-080,川辺で水あそび,1,PRIMARY,3,3103001,環境,自然との関わり・生命尊重,自然に触れて感動する体験,自然に直接触れたり眺めたりして、発見や感動が生まれやすいため。
WPL-000305,WP-080,川辺で水あそび,2,RELATED,2,3103002,環境,自然との関わり・生命尊重,自然の変化を感じ取る感性,季節・光・水・生き物などの変化を感じ取る経験になるため。
WPL-000306,WP-080,川辺で水あそび,3,RELATED,2,3103003,環境,自然との関わり・生命尊重,好奇心や探究心にもとづく表現,見つけたものを比べたり調べたりする探究心につながるため。
WPL-000307,WP-081,工場見学,1,PRIMARY,3,3101001,環境,社会生活との関わり,さまざまな環境への主体的関わり,普段と異なる環境に自分から関わる経験になるため。
WPL-000308,WP-081,工場見学,2,RELATED,2,3101002,環境,社会生活との関わり,必要な情報の収集と活用,行き先・交通・店・表示など、必要な情報を集めて活用する体験になるため。
WPL-000309,WP-081,工場見学,3,RELATED,2,4102004,言葉,言葉による伝え合い,経験や考えの言語表現,見たこと・考えたことを家族に伝える機会が多いため。
WPL-000310,WP-081,工場見学,4,RELATED,1,2104002,人間関係,社会生活との関わり,地域の人々との触れ合い,地域の人や社会の場との触れ合いにつながるため。
WPL-000311,WP-082,市場へ行ってみる,1,PRIMARY,3,3101001,環境,社会生活との関わり,さまざまな環境への主体的関わり,普段と異なる環境に自分から関わる経験になるため。
